15332,555459	444518,554721,894956
1428450,1719115,554390,554391,614464	160165,531760,614335
1718905,531517,614678	183767,394686,426542,4524
1427188,1427189,1427190	258400,511018
529881	531665
760731,913459	666497
639657	1747874,554522
507009,555133	1472987,1969534,1969535,1969536
1270008,168594,86726	1270008,168594,86726
649228,73054,806611	139347,1798193
614641,69793,69796,942574	1719323,258401
1346344,281120,301881	315164,555285
1327791,9143	1327791,9143
1358844,507061,533592,597458	972043
342133,554883	1564466
1461835,16026,219758,54647,554912,895852	16026,1623944,600611,600612
314749,341642,404167,550131,614751	4470,8918
310586,555297,555300	1327046,1495097,1775982,1995709,1995710
168256,662672	29478,438101
16058,551825	39650,51738,549029,913174
133910,144511,511031,895232	133910,2176345
145126,614715	455947,614551
221744,614457	221744,614457
206352,555071	1995945,550455
531658	444750,614498
4524,555060	112140,1854232,228644,431258
293211,37098,446860,550240,856339	1995562,440878
256897,639439	258400,258401,511018
1428306,1672883,168845	1428277,1428306,555386,795329
2238656,2238657	153209,179094
614491,9097	258394,576850,8745,8746
51926	168047,572866,614507,614578
258394,501197,555372,9215	1995967
723567	1346331,554461
291203,555303	1330405,18492,281953
555039	194311
437472,614720,63396	358509,614720,88831
1327662,258392,550131,550137,550143,554439,554836,554837,554838,638485,780156	1101493,1194460,133910,1428618,1719060,550133,614516
303640,554880	303640,554880
1095014,86726	344999,86726
215339,281120	292356,550034,932159
547487,9215	554865
662653	572447
1194309,1194310,296237	296237
529881	1402070
737609,939758	6307
34193,531786	221018,273931,649228,72857
614552	293206,759939,8800
448519,576919,653027,7924	448519,653027,776752,7924
1972,5114	674592,675027,898251
550136,550140,555514	180868,533360,8714,9022
1356374,662807	406676,557973,636994
1327735,1528334,554407,8918	345320,667359
314749,341642,404167,550131,614751	554602,555105
832540	549366,577283,614640
1194691,1402898,1402899,1402900,1402901,170906,555452	169369,394686,426542,8702
1473781,1473782,1473783,1473784,1473785,398481,510544,968260,968262	49452,539600,555209
634925,636127	198575,33379
1564383,9113	404167
536946	200277,554538
350326,551883,555309	555381,9322
1528700,183767,2208865,394686,404123,426542,4524	1097250,270214
1327655,894791	649870
1854066,296237,507004	155634,36772,614527
1287613,441736,649921	449888,555405,614392
1564476,1668883	652057
25084,554783	350861,614405,614406
549921	118810,1537,21682,69796
549948,549949	76319
221744,328501	266990,554445
1428728,328849	1776039,531695
139772,376989,813795,895077,895078,895079,895080,895081	1332850,8918
293211,350326,808189	177981,25103,64189
166319,534977,554601	33742,6959
501197,555209,9215,9430	1854160,415227,437545,856210
614614,614615	554648
258394,525352	536946
1974883	1267616,145126,1719296,1810939,1810940,518999,554559,558371,565425,614738
554749,68612	1408874,552218
1528700,183767,2208865,394686,404123,426542,4524	536946
145126,495341	614392,614651
1279080,145126	531505
56289,573003	614490
1528682,572714	210687,384806,554766,572861
305916,507167,550240,554524	1253866,760540
550126,550128	1201100
4961,895526	171577,441238
1995801,1995910,271872,301881,51632,554805,81654	1948
547487,551883,9215	818054
551261	555096,595076
894484	394686,4524,730433
555078	258385,4481,554989,86723
1327749,142632,555191	5046,555191,558432
529426,70365	66127,66138
210660	21671,554862
536946	1997491,1997492,326209
296237,614739	296237,547266
555357,577047	328605,511018,555355,555356,555357,9482
1564478,1719118,491506,9430	33751,342989,667448,667449,856260
1428513,533360,577011	258399,4489,449888,554857,555114,9430
554759	1473486,263732
1412041,635050	554562,614580
555278	600334,600335
4470,554602	1327154,1503,1853930
558285,78644	550663
439196,554863,93996	174337,498944,565635,83261
1067937,1069295,1100382,120567,1461301,1461649,1462321,1462322,1462323,1462324,153703,153706,202413,267078,334874,342535,423796,558397,565162,565318,565319,565501,651064	457721
48784	48784
1473468,555005	1679,550456
350357,794501	16377
554883	1384735
398404	1327074
1428533,8707	1327273,8707
511018,639276	834387
614623,90966	305930,550140,572906
536946	1854356,554697
166846,565394,565676,565677	227601,662950
614472	389002,680463
531643,555309,69044,894594	65353,970686
536946	350326,551883,555309
377238,482096,565358,565359,565360	547746,565446
529353,555051	1300472,168594
29478,813774	111108
23455,24024,627915	406676,491506,614358
555088,555089,856443,8918,894660	1329022,554407,8918
292356,460111,549793,554461,555191	12057,152071
5039,531733	179829,347687
529881	554890
1208456	1055640,222970,273308,70407
384240,847290	1287549,154907
1492564	258378,9435,969494
1042261,1384642,1428624,1528743,531735,539600,577011,808189	511018,614709
139772	555118,555309
552127	382031,9408
550129,550132,550141,554444	1194553,555217
501197,555209,9215,9430	350326
118737,133666,595076	210687,554766,572861
1824090,649673	1719132,520611
1408785,1408786,555445	1287735,251222,779450
258475	100158,614384
896123,896124	1050293,124395,159400,344904
1116766,66947	179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290
341651,895797	1191895,136340,1696752,488654
1345,636219	662807
206352,555071	275658,7924
1345,274060,614684	1045346,219571,531557
293211,507061,635847	245221
1719422,614376,9248	525352,614376
806554,8908	1157393,56289
1304412,503241,554714	1623806,1719577
649870	649870
48784	565232
805078,86757	228679,243705
311249,464257	464257,555462,555463
133910,554401,614623	262980,372012
344893	1853691,444846
133910,2176257,534140	229707,507132,894765
550455,555300	155635,56289,614625
296237	140973,1580066
535627	291203,994525
144761,170708,224710	139658,144761,328501,4792
1798894,576850	1623904,353773
1472869,152230,2182	214449,236485,63648,9020
825561,825562,825563	506989
1195013,531584	444804,551261,614358
15332,555459	531582
554658	1993040,81604
781707,894644	2176286,2176637,296237,507004
1522693,155634,155635	39650,51738,549029,913174
248978,662866	241496
614722	210561
1231636,200277,554538,602679	200277,554538,602679
350303	457860,5039,558883
550228	171858,291323
1279311,1564387,666929,706468	11238,1854339,1854340,206352,410165
439196,554863,614381	7778
554562	501197,554535,9215
549601,856453	446860,554883
353773,551261,70407	228679,413072,560988
251098,554865	531672
228423,614721	258401,554688
554658,850671	1620264,614696,9339
248978,662866	350326,8746,9307
314749,341642,404167,550131,614751	4524,856465
353773,614552,9197	153209
169369,258394,554397	4471,856355
43550,565396	1428364,9297
160656,1673076,531573	173604,477810
555209	128321,85240
2176730	1327480,168047
550819,652744	293211,347687,856272
1345,477810	210696,221329,9030
258391,296237,296239,547266,550129,550131,554678,9113	68760,9047
263970,550094,614540	168047,683791
350122	1278105,565276,614489
1402991,160165	4498,549366,565555
448349,555169,86723	1719374,258385,86723
1995511,1995512	614412
9053	179094,225730,43268,856413
634716	341651
1621,942136	342133,554883
172301,341620,8807	1624057,1713614,232437
241597,241598	148263,417697,596104
252043,354221,438098,49452	1384691,173604,269101,614545
328496,51737,583708	555002
111814,52668,87950	112945,457775
1278105,1432001,1432002,42140,572866,7480	662807,856291
225417,551067,565652,565671,565672	547746,565446
1668891,531603,600338	1332875,314749,550131,667508,968284
1279844,273213,572820,63003	808578
1719036	228633,251656
169369,176173,179829	169369,176173,179829
549367,614411	358509
1200208,639581,9264	44866,511018
258394,555209	1621,614609
145126,614715	1429928,807161
614716,9215	552748,614547,614548
1564478,539600,555464	1766048,1969542,1969543,1969544,1969545,1969546
554428,555309	856222,856223,98428
1993367,1993368,379753,963726	379753,555039
531490	898355
555096,595076	1408898,666787
404167	554602,555105
531582	86787,86788
511018,554754,639276	435987
145531,2176020,2176021,296237	1623904,353773
8061,971654	99212
171088,551991	572947,627930,627931,627932
1345,372012,4701,4793	265289
133910,3588	391649
50383,507004,554868	2049547,87707
1719247,554543	292356,550034,932159
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	9361
258391,554868	444589
548526,571713	319443,548320
229707,507132,894765	221743,221744,3588,614458
436762	342959,37121,554428
614369	441277,8908
789399	21665,70407
394686,4524,730433	637622
554995	856222,856223,98428
460111,477810	1854083,291323,59965,79581
550961,971244	1988403,210795
491365,533282	1346348,638335
547016,595114,595115	179094,530225
1300694,168594,86726	531688,554857,70365
1345,614683,614684,69043	1345,614683,614684,69043
444953,531377,63003	113779,554878
341651,554745,554746,895797	390921,614449,614450,614451,614452,614453,614454,614455
1327655,894791	1854315,342133,825575
565696	1327562,444692,874907
342516,899005,913095	1653529,597900
550126,550127,550128,550129,550130,550132,550133,550135,550141,550142,614516,614517,614518,614519	337102,554407
258378,9435,969494	331683,529426,856483
296237,614376,614738,614739	1719442,1719443,788799,890899
555088,555089	1492673,8918
536416	1623853,221035
4498,549366,565555	506319
296237,614376,614738,614739	1327364,66952
1100515,614328,614678	1719530
50573	258378,501195,531643
531582	1327704,1327705,531582
10221,160165,554688,9215	555002
258400,258401,511018	511018,551883
1327109,1327110,548578	353773,943030
263052,412787	206352,555071
341651,554745,554746,895797	1969065,79631
1853703,388902	263001,531964
614488,8882	1654782,1854178,296237,305916,649940
33742	531821,554951,554952,554953,554954
258383,576927	181756,341617,453106,531712
1528691	1358834,535658
547452	1280457,291356,457622,8918
444847,490646,554485,614723	438095
169369,1997489,394686	1948901,49654,8976
554388,614620	549601,808224
449888,662758	9036,9392
171858,308155,942783	271872,444847
258378,531643	1428431
554868	1327155,1473832,9290
1719439,555275,8882	4524,856348
21686,49166,531494	435987,49166
1473823	635050
275570	432496,681391
662924	139725,388119
704802	441277,807384
136559,1528550,5860	1792508,1792509,1792510,653028,721206,943030
1408692,554638	1408692,601102
555372	258394,501197,555372,9215
547093	31476
549367,614411	129778,518919
353773,551261,896018,896019	1270295,14730,23528,428921
548526	127037,215339,281120
1556,531746	171456,856430
258400,511018	99212
4471,549420	1449971,251098,418462,565828
207085	555414,822927
444957,491365,614562	1853998,628965,806999,807000,807001,807002,807003,807004
2099371,24026,409659	214449,236485,63648,9020
1719481	1408868,1408869
649870	834387
394686	1327195,9113
1279787,1358763,1427130,1427131,1427132,1427133,1427134,1427135,228521,444804,551745,554484,554678,595549	583749,585193
276453,37098	781707,9248
296237	172301,341620,8807
119478,206352,401174	301881,72288
314733	435987,49166
614553,74	614498
296237,547266	113779,171713
555209,555272	1327113,70365
281056,550240,7924	281056,296239,549470,554568,554569,554570,554571
614586,9683	252043,258401
228423,258394,554865,555310,600335	258400,258401,511018
315257,548526	1995673,550140,63297,70358
133910,144511,554401,555102,555103,894765,895232	229707,507132,554401,555102,555103,894765
4471,549420	293211,8746,9053
169369,1718845,9113	1969226,1969227,555427,564090
389015,795631	258378,895224
168785,171482,173177,292356	293245,69043,9070
1346888	1784,3588
1137097,1137098,1137099,1137100,314749,547093,830962,8714	314873,531643
273362	182719
212505,219758,554905	168048
62811,635392	119997,1327456
547487,87251,9215	258394,554696
895069,9215,9248	16235,405861,534556
2226651,614396	258400,258401,511018
56289	1522693,155634,155635
971760	550136,550140,555514
29478,813774	548578
258391,510589,554559	296237,507004,554808
1718944	1327663,1327664,293205,406676,491506,614358
1473608,315453,388755	158929
519238,627915	179829,555233
221744,328501	1428346,533360
287069,577204,9475	859392
33748,5005,600635	555253,8719
117514,614506	1408843,776792
1358783,160165	449888,555405,614392
635050	438095
565914,614487	169369,394686,426542,8702
196271	177981,443328,83972
1995891,389947,510912,530409	1346832,375745
511018	240910,555281,85382
510943,9248	1324394,1455490,1993150,1993151,554721,848085,9248
614490	215290
4498,549366,614376,614377,614378	572866,74453
37098,555261	614630,66227
166115,678548	5046,555191,558432
328671	1854083,291323,59965,79581
550128,550132,550134,614428,807049	20080,218640,227568,652634
179101	293277,293278
4524,555171,565232,808189,9430,9435	511018,554754
1679,448519	1193920
1854570,86788	1854570,86788
549367,614411	2049621
296237,547266,554809	1068884,2176043,4113,576850
1253118	1283873,550455
244362	292356,8744
554868,894994	38772,554883
68603	1854160,415227,437545,856210
4489,518919,742717,9481	258399,4489,449888,554857,555114,9430
258400,68760	296617,531516
1719238,194279	555067
258475	21663,227379,461586
531720,662794	614412
1995596,555445,555446	388711
558909	549366,554868
15332,555459	155634,155635,805813
547093	22072
221742,9197	232437,554492,70237,70238
439196,554863,93996	539600,555464
1854557,444662,554620	710452
2040647,2040648	446860,554883
533216,810988	168256,1997493
292356,8744	1656817,667449
29610	179094,531645
21686,987912	50494
324976,571490	1215000
518919,614670	139347,350104,637740
531627	1729066,1995844,667462
1430085,614463	614622
1040625,282643,548366	551339,614433
614638	1269776,4471
305916,551745,555508	169369,1718850,1718851,525352
439117,518919	350780
1346585,555071,5562	951739,99185
18653,548037,549530	1264776
9358	1623909,271822,555171
139449,806611	797116
1635983,536404	446860,565306
668212	258400,258401,511018
1824080	1408868,1408869
614429,614430	314749,550131,554888,555078
600393	1997481,258400
555209,83972	438095,9215,9683
565359,906200	9361
595502,85240	79130,807972,807973
1718964,179094,225730,43268,856413	258394,554598,555029,8968
21686,554499,554679,814074,823611	293210,554679,822407,823611,9097
296237,9264	1038588,1718864
330566,896194	322347
536946	1218316,444853
438095	1843760,444518
562319	614392,637441
4471,549420	1269897,1269899,1346412,1605497,1911895,5622
179094,341844,531709,92138	1719400,69043,9053
133910,144511,511031,895232	229707
124395,614619	124395,1570883
276453,549365	554986
342959,555071	1995660,555005
49654,531677	221019,554706,554707
548451,7924	134760,1448707,15324,1679,1719082,1719083,1719084,451433,451434
388460,432496	432496,681391
554611	1126037,554611,676664
555209,555272	1564490,555209,555272,70365
1268735,549508	550602,565531
258394,554696	350326,576850,8746,9307
23455,24024,825620	1132155,581494
1277705,239141	554458
258373	258400,258401,511018
258378,555513	1465553,1854175,206352
314749,404167	404167,554439,832862
210803,637396	1345,614684,972007
554755	1492566,789461
547187,547188	160165,293211,444662
1431824	50382
350284,357360	350284
1085153,1358732,2176843,342959	1324394,530418,554721
491490,50383,9290	328496,856284
1997477,84667	5046,510830,9338
1997483,554737	1327778,554737
1376526,322819,614589	322819,555068,614349
547187	531855
548526,571713	168048
33748	33748
1672908,187776	1428723,555171
635333,800781	614349
1402986,942235	2176304,49654,531677
1288616,8807	179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290
1666096	1743821,809864
536946	1327551,291323
1192262,1472496	218993,221735,406303
536946	1428416,1428417,1537,21682,614604
1429140,551202	1995511,1995914
554824,555259,8918	1473571,506776
166217,168256,638485	1327364,66952
536400,971748	1853800,9248
1217,8933	180990,761059
614412	66541,780425
1402962	72887,856326,9297
942592	536946
1194364,555205,895623	1195013,531584
154907,572170,650767	15332,534475
268275	268275
296237,547266,554809	1728951
167924	182719
1427075,895986	555088,555089,856443,8918,894660
554865,9482	328605,9279
210660,555198	179829,258394,404150
258394,555209	4489,554902
662653	177981
1269754,491506	9361
210756,258332	139725,388119
115457,143578,251098	404150
435987,49166	258400,258401,511018
1346320,1496732,1528743,1564478,2208869,522713,539600,555209,614723	554868
1718975,1780	511031,680719
1528769	144536,353773
296237	1300694,4524
1279787,1327155,1340144,1358763,1427131,1427132,1427134,1427135,2234345,228521,292612,444804,551745,554484,554678,614669	292612,551261
1430104,853912	1492479,341714,9264
29478,813774	115457
172	511018,742717
69429,779915,895352,895353	446998,449423,535605,99556
1389425,256895,671546	760226
1473890,1473891,1473892,16026,171713,600611	1719016,216846,531704,554523,554880
554865	1343903,302470
501197,555209,9215,9430	1327727,18713,9370
169369,394686,426542,8702	291065,531602
412787,550455,550456	1995583,290783,510912
294534,971683	428805
1432465	1269099,1717461
710105,86356	1324556,1718874,20720
856282,8744,9197	214449,789718,9020
562319,85240	1327666,309393,614443,653159
173604,497965,558623	350326,576850,8746,9307
571835	341651
9361	1301065,1327488,1429553,1515890,1667621,1718971,2176623,2176660,2176661,4524,507044,547497,8807,9433
33138,723567	153,175807,347687,555041,69044
1287756,18691,23423,23776,384108	1287756,1327714,18691,23423,23776
555508,653872	1089283,572866
1143302,1995410,808474	1728918
438095	814133
531643,533360,9022	258635
549367,614411	139347,375745
1744467,86610	267656,267657,91918
1719272,558297	328664,9307
179829,426542,555233,65269	284346,404137,555058
555445,63607	326241,555433
444352	16687,614502
196397,614715	1327274,393459
31476	31476
133910,1378143,554401,609554	1327187,133910,1624000,554401
1136233,326136	1384662,326136
2176034,5046,942577	554477,8918
155634,155635,805813	1157532,554729
614369	296237,507004,554808
1280592	168047,572866,614507,614578
554522,734165	221035,554522
168047,856299	168047,182721
614586,9683	614586,9683
1278631,551663	1278631,1347004,1719342,895128
10221,154907,227975,258394,554482,818039,8807	1738124,1780
558421	34265,554492
75458	549232
535627	1085412,507009,508367,76196,970529
1473486,263732	1473486,263732
263970,550094,614540	106,161214,175294,1945,5046
614369	1564470,1719475,473932
294047,708027	242438,462485
554562	531859
358509,614720,83436	572697,802019
1545406,1608814	1624157,358503
296237,449821,554998	314749,426542,4454,550131,856311,856312,9113
258401,511018	2108944,406433
550136,614333	56158,614692
1327155,1473832,9290	1327155,1473832,667374
491506,555041,614358,8807	424146,4524
389846,510483	555303,576927,856474
547736,555041,614358,8807	531643,533360
822339,86761	822339,86761
942592	1456512,358509,614720
21686,554499,554679,814074,823611	1564489,293210,554679,9097
221329,9030	387110,47034
228521,555309,856229	265258,554755,70365
353773,614552,9197	1327034,777059
124395,293245	577407
635050,9683	252043
1327263,760540	10430,531630,554533
551261	9053
4469,550129,554767,856197,856198	1624082,296234,8807
1793122,531584,550141	2176476
441282	1668875,1668876
1038427,554436	228644,614680
2238232,2238233,546953,992480	252209,554492,8744
1700096,1718972	1718809,1719412,1853712
501197,555209,9215,9430	258394,554754,554865,808189
1997465,554783	228423,554485
781707,894644	236486,535627
281262,565836	281056,305916,550240
1427075,895986	140134,314153,578609
1297382,172819	12057,152071
536946	554883
52264,614325	242114,614324,9097
490646,550472,554865	144576,455947,614551
1432035,614411	501197,547487,9215
548385,894867	1252546,1526831,1969265,1969266,465569
1217,258400,614544	258400,446860,554718,554719
248978,662866	205938,44866
550663	1095014,86726
529928	293349,5046,53994
384805,536384	1269099,1717461
404167	554990,554991,554992
817978	1718818,554492
258378,554590	99212
536946	1327483,144511,1669,794501
667508	1287549,550034,8744
518919,565839,614670	555209,555355,614723
1326751,1473739,1473740,1473741,84925	1096282,554407
1718053,1718054,1718055	1402986,894644
49654,531677	146584,535560
1750350,2019336,510830	529928
536384	258383,86723
115457,143578,251098	1346379
1428730	531582
547448,895348	1995866,1995867,267566,853767
614412	1995519,639704,649403,896178
555132	1377409,76300
507112,614333,614556	160363,814202
4524,555060,555273,614669	228423,614585
134622,179094,2176220,232437	291150,614587
1527843,572860	1369268,1923639,595076
2190251,2190252,967613	210609
565747	258329,635446
21663	221329,9030
554562	168047,441277,614364
554824,577120	1096361,1698751,570673
547093	86726,895001
511018,554754	555209,555355,614723
1250757,848298	86787,86788
113779,171713,389015	1522693,155634,155635
554407,554865,8918	531638,96932
401174,4792,68681	9143,969513
614543	26766,614543
1428679	124395,293245
1194964,1669,339475,416832	531930,702259
124395,1280366,498008,547093	1826,59965,86788
289987,289995	464323,9576
1226578,1564486,730433,9435	177981,64189
501197,554535,9215	441249
4498,549365,896200	21671
1324393,1324394,1744473,554721	1324393,554721
1053311	1327455,162236
1137097,314749,547093,830962	507240
1719400,69043,9053	531582
1718964,179094,531508,65343	179094,531508,65343
1718852,23683,895082	577483,614577
1719607,292612	292612,531528
108574,1343579,1636176,1636215,1680423,1680424,1680425,1680426,550399,761201,832706	166602,550398,9197
554883	4489,449888,554857,79857,856225
1039814,477320	1780,23455,24024,24108,457290
1056854,531608	1096361,1698751,570673
554492	1327666,309393,614443,653159
1083696,9475	181756,341617,453106,531712
227568,293398,554399,7480	72887,856326,9297
166602,377050,491592	1343900,1518518,412787
258401,29478,511018	314733
460111,477810	1384740,565594,951571
35131,50409,571425	113257
971054	214436,232437
305452,507167	406594,7723
170681,1966,317107,557347	106,161214,175294,1945,5046
1719305,4524	525352,555058
511031,895069	115457
2238670	160165,554557
549232	388703,549232,555308
577910	1470747,805480
314749,550131,554888,555078	390921,498858
165002,165003,3811,9578	139347,1755405
491506,614358,8807	154907,572170,650767
439196,554863,93996	555198,565232
408990,550140,793616	531605
25851,29478,341620	529928
1432073,1432074,1432075,1432076,62036	263180,4790,534461
1473655,576782,70365	576927,856261,9297
1848395,79700	554720,554721
91658	1369906,572452
179094,531709,92138	534473,554721,7169
1461687,258435	314749,341642,404167,550131,614751
125406	614322,614323
258378,555513	1009599,292612
5046,510830,9338	106,175294,1945
536946	15332,555273,555508
404167,550131,554439	614425,7800
554562	21665,70407
1327792,182765,350357	531930,702259
614574,9475	614574,8074
148474,464366,638614	171114,423875
328496,583708	221018,806611
1327653,1327654,1327655,1327656,1327657,550549,554526,70365,8702	291150,530243
549420,894900	549420,894900
1327699	1718762,404123,577204
895069,9215,9248	183767,555361,555362,555363,9197
554995	198575,614725
536400,971748	179094,232437,531645
554562	221744,614457,614458
1448691,2099280,369834,370803,409082,548680,779876,812543,9197	1461123,258392,314748
1576634,681439	555133,9435
4790,79274,9047	1324508,173809,350357
405861,554883	173604,497965,558623
536416	1719368,49166,518919,669360,9481
292356,460111,554461	555390,69044
69417	1006436,1217
1363,571575	1028326,1995707,382218
1544952	1099139,169369,394686
554865,9683	554754,813774
1481963,1636092,906216	2176434,62863,9307
1408843,776792	576927,856371
113779,16026,171713,554880	16026,171713,216846,794653
444846,547790	614337
3588	160165,554688,9215
680893	510513
393459,896088	446998,449423,535605,99556
271872,9241	236467,271872,9241
507151,605778	167222,531623,605778
5005,565349	221735,263001,29610,325086,49452,5005,51633,554407,585933,614709,637235,79130,9150,96621
229707	341651
154107,614502	119997,1327456
1194403,1266189,133259,416289	554477,8918
152253,490510	1327364,66952
1038682,258383	394686,4524,730433
228423,614619	636712,69796
602436	1473940
4498,549366,565555	345320,667359
287069,535627,557999	536946
511018,551883	304698,554865,9482
125406	1106894,1672915,299518,4502
1621,75421	555118
501197,555013	168047,182721
133910,1621,501197	49452,531863,555355,577011
554868	1624157,358503
614369	1225891,1495097,1995805,1995806
164949,173604,529620,614322,9215	1027153,23097,23098,23204
1147161,412966,412967,558930	291323,4790,614605
1473501,328005,555013	449888,614473,8744,8745
1997460,554492	404758,531597,573360,9271
531605,614404,90966	1428304,1624092,554407
555132	531362
353773,614552,9197	1969475,465578,649688
1428728	353773,551261,70407
1343900,1518518,412787	1503,69935
275314,289969	520590,629735
525352	1473748,914382
614369	649669
276453,554670	555208
571420	50468
550506	1854570,228573,86788
258400,511018	2176305,328605,614723,703674
1251,627843	172051,293421,9236
555278,600335	1217,1574581,1719375,1719376,1719377,1719378,258400,38772,614544
942729	1239,968648
525352	549174,971029
350699,534348,635384	533816,557073,6681
555381,9322	160165,253635,856498
170308,21527,613464	66223,66224
241056,377050,491506,558371,894465,9248	1432225,273278,554521,856861
1346933	794179
1125483,256835,511018,554754	511018,742717
438095	118810
895771	408295,4469,554602
438095	614645
636583	554755
1327761,160165,534461	519571,555166
256897,639439	547714,555233
531613,555198,600335	1564458,1564459,554591,555220,730433,9435
306387,614714	249773,480573,600653
312306,511121,565584,637334	426322,529539
292356,554461,9197	1346331,554461
148419,554492	1428533,8707
565622,895159	168048
125685,4985	171482,29441,54418
169369,525352	169369,1718850,1718851,525352
29478,56158	111108,96932
550506	614321
30367,761059,894319	560775,676700,86726
614628	895984,895985,895986,895987
562300	1428473
1719069,550455	1332900,554749
388493,942931	350861
49654,531677	51642,531576
1096282,554407	25084,554783
438101,9683	438095
303972,436425	436425
1793122,531584	518919,565839,614670
56158,614692	602025,678314
1544952	1428428,160024,206352,65328
4498,549366,565555	446860,703447,856339
525352,555058	4524,856348
572765	256835,555058,573694
188275,1995612,890899	152236,1854413
252043,405861,582280	156030,558815
1250758,457443	536481
1719194,555071	230798,412787,46640
1137097,1137098,1137099,1137100,314749,547093,830962,8714	341620
614553,68612	776776
1719194,554868	331683,529426,856480,856481,856482,856483
229707	228679,413072,560988
1679,550456	21665,8908
260227,50355,554890	555198,565232
1537,21686,614586	176984,21686,438098,8695
177665,555307,555309	1267421,160165,28
258378,4498	4498
119478,206352,401174	51632,554805,614420
549363	160024,27190,51286
554536	1102826,70365,856256
229707,342613	1719605,1719606,218001
1358024,555407	224710,410755
136340,550126,550136	5046,555191,558432
531627	576927,856371,9427
1719173,402232,555041,8807	293211,554492,558483
554824,968284	1719036
210205	315328,555096
1023318,296327,497996	1023318,296327,339773,497996
4498,549366,565555	1327126,152063
1279787,554595,614669	132023
1408623,1408869,853768	1696430,1696432,1718828
113779,554878	847764
206709,548889	406594,7723
154907,1744522,368858	2039076,2039077,454378,8933
895082	1408843,776792
788049	168048
438095	531672
614480	550663
1473468,555005	1473468,555005
507167,554524	547187
485944,614392	1969532,210597
160165,614588	1428425,168846,258378,531608
110033,1327479	219666,342959,401174
1719037,491308	555051,614412
1953780,232354,942577	531512,8800
182719	389002,680463
4524,554491	1428663,491506
1345,477810	637622
267903	1580424,614458,79512
296237,614376,614738,614739	25761,572866
1431410,942919	30367,894319,895998
134622,179094,2176220,232437	134622,214436,296755
547487,87251,9215	525352
1068426,1564472	350780
305916,551745,555508	353605
412953,511031	507167,560988,578575
1279787,1358763,1427130,1427131,1427132,1427133,1427134,1427135,228521,444804,551745,554484,554678,595549	1327587,144526
1853692,1853693,286828,525352	144761,328501,9030
404150,413590	1669,531746,566727,69043
614369	1854557,444662,554620
288222,97692	293305,457730
401174,50383,68681	1624157,358503
1727836,1853973	1995698,34193
554865	177981,210697
1402930,650909	1327125,547995
2008905,314593,384805,47022	1226366,565232
1322609,1717384,1717385,1717386	331683,529426,856480,856481,856482,856483
1585605,565267	547746,565446
350861,614406,895886,895887,895888,895889,895890	1624017,206352
179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290	314873,36473,570099,72870,9097
4524,555101	1124914,1327662,258385,314749,426542,500946,550131,554838,8882,9113
565898,895069	554438,614326
1719015,206352,554833	2049621
550131,555002,895423	292356,550131,895423
210629,571336,571396	182764,344887
404123,531821	531821,554906
565555,602436	172051,299518,4502
173604,497965,558623	1384691,173604,269101,614545
446860,614527	1408785,1408786,555445
507265,9097	600393,86761
1441909	258592
2176623,2176624,2176625,2176626,394686,4524,554739,554904,561082,565860,8702,8807	314733
722664,895092	565232
554628	179094,225730,43268,856413
536946	291323
1038682,1332875,1332909,570673,667361,667454,822954,9297,968284	1718901,734165
554500	554602,555105,555458
529881	555381,9430
291356,337102,555367	530515,555181,9197
1719425,547093,648163	76319
1304269,1304270,412978	172042
555132	555325,84368
942526	549317
1774776,2176077,2208880,2208881,2208882,323430,546865,614481,662990,761226,913037	554868
395066,432577,560775,86726	555253,9020
303640	1747874,554522
1986803,2175997,2175998,554658	179829,561082,856409
168846,549192,605778	1327227,9236
1715756	1993230,1993231,554892
1218942,1429115	1452,182809,547974
37098,555261	554883
113779,554878	1269754,1528700,1719000,404123,491506,908111
491506,550129	573644
220311	1327792,182765,350357
1402986,942235	554683
1719051	143578,554413
549748	1794691
555430	555430
341651	531603,554407
555213,968415	33751,342989,469204,555213,968342
1995920	1718959,258378
4498,942513	614672
1402070	1624182,531801
971121	1719262,1853964,555253
26107,558623	173604,26107,511018,662687,9683
377050,4524,555101,614553	550131,652748
639435,639437,8918	1332888,8918
550131,652748	142699,554714,680723
1327516,9003	1289031,1327785,258383,576927
895771	555253,8719
614586	144761,1537,972112,972113,972114
1332855,1332865,1346474,1494464,2059286,311331,33767,345335,534213,8828	1378824,1428306,236560,389852,570760,614714,8828
534382	211407,635958
342613,511031,555523	33742,342989,381850,555214
143578,341651	1384642,511018
341651,895797	341620
537156	119997,856419
132023,895359	168846,1763374,942813
268274,662157	1854570,228573,86788
296237	345286,554477,561628
1226539,565622,895159,895378	894484
555514	1719507,531859
314837	859392
1995702,206352	119478,206352,301881
34193,531786	1332971,1346392,8828
15332,177665,555307,555309,555310,600335	1327685,533543
210697,859363	1327046,177551,257816,257866
549363	550663
518919,565839,614670	9361
21676,293211,511089,558483	531643,533360,9022
555431	675027,898251
171858,554485	501197,50383,9215,9218
531607,549736	1853703,388902
1327827	554755
1576634,681439	1623896
2176384,554906,614491	153179,519265,83972,96932
550549	1217,4524
