149,261649,437413	149,261649,437413,8924
164346,32436	164346,228166,237044,33073,352694,471376,61479,64960,8426,8765,8855,8938
178856,178858	103336,232172,437405
14758,252969	103336,232172,437405
261128,272376	261128,705675
191431	8765
244576	380213,45970,471223
455792,534830	517792
536407	277350,534962
452992,658497	1124315,470984
206678,471419	14758,156170,471419,471560,471562,471563
359192,359193,471670	1076378,705723
679696,7803,857353	1503445,502724,843668
243673,81205	437115
147833,471161,9108	147833,292240,352694
207882,297231	384588,3889,93164
8765	191379,44383,8703
193060	153380,467803,8855
4337,472962	153916,261713
74756	122460
1274827	737025
375078,473900,479449	336504,6465
156144,258522,467059,471008,471009,471010,471011	13775,291680
1789,536974	166589,471140
260104	260104
246839,465675	197156,720247,811643
1352833,359192	165943,359191,359192,359193,382826,517742,542833,542834,928380
1186537,1452691,164346,256298	134009,291414,8703
453103	1172648,751069
179020	134707,517801
96664	44331
340145	682038,714498
117990,1593211,7766	1536740,291485,308012,516818,670335
1127117,16904,17151,32804	47543,47544
1172779	1008872,1536938,935855
14758,471419,471562	14758,156170,471419,471560,471562,471563
1577,471561	311992,66170,8813
147833,352694	109641
471100,668401	34481,983152
429728,465472,8873	200728,200729,451058
569442	467964,479338
207882,735970	451825,48665,48666,94309
474220,517870,517871,8906	465595,471354,471371,471372,517668,8906
28067,517769,65625	517769,65625
65294	309213
527707,739822	464948
4613,536660	200371,92198
1085392,15095	412629
243673,384449	268969
191466	3804,680497
253232,466861	260104,395233,8595
138088,466978,517635	1064271,1325273,467299,468357
289472,9070,988714	988714
143705,517804,53013	200729,291414
1028227,1596275	120324
451521	166589
8585,8813,9059	42508,8855,9059
649254	165117
147833	121555,479799
471419	471419
121601,1577,466247	148003,148004,453209
166646,30439	9300
471009,9070	1068251,305157
178617,455770	705797,71608
41140,467059	159264,9300
162193,472807	193274,61578,8385
1095198	154637,847340
466978,479554,517611	327037,474220
471088,8426,8876	243630
1944	232330
1020699,467090	147833,4307
35073,454604	451825,48665,48666,94309
143060,8426	134009,291414,8703
206678,467504,8426	467504,8426
517792	157729
24871	137380,20757,379315,8378
8585	27482,547736
142228,651948,807915,807916	1435620,1549954,310820,310821
230820,359238,471376	160657,230820,254179,29959,4850,537327
141947,479409	336504,6465
4306,470957	4306,470957,74227
1154392,374995	105728,645226
466981,517642	140570,93500
492545	492545
148390,150829	286667,443391
48653,517773,73726	48653,517773,73726
182426,410972	908973
620250,970902	468982,471378,48964
535630,535631	147569,536426
124906,163740,264575	92666
471009,79041	1439,20753,65629,65632
471616,517682	1307882
1028735,53013	117472,43665
1154456,278374,309122	309122
333096,470986	471360
465160	470984
120324	396386
275570	467964,479338
148734,182221,470986	510947
1353138,200152,453103,470972	200152,470972
1154454,1154455,150550	302901,388880,455594
464970	1285828,287120,467011
1078138,998276	1064358,242257,8945
527707,739822	155758,8385,8781
261649,471702	1353656,1440767
356313	124240
471061	395094,473883
130470	200371,568781
645989,645990	470873,484461,517795,517796
471140,536554,555987	159264,24929,437405,536554,9300
1175634,187606,410928,485414	361104,559269
1124237,47682	548086,548088
1339410	1339410,9075
465472,8873	1520,191268
303029,750064	517772,8676
1064193,163740,204324,40947,452036	1139062,8390
1098569,1140875,468011,471063,558881,569402,590410,590411	8385,9070
479587,479616,772358	15763
311852	190894,335168
157842,28067	20757,8378
4358,470949	517864,517865
113323	359238,8385,9070
10826,291414,47489	341208,449616,466131
8938	279946,8397
28779,326855,474298	471590
35073,454604,705773	160060,293320
14774,455686,8204	1556396,198993,325403,357429
327037,880866	470938,8595
1690855	517611
437300,466121,479406	465668,465670
134009,291414,8703	134009,1439,794539
120324,517846	302988
470972	1307885
1452759,8906	210087,4814,676424,676425,676426
517835	452982
1025186	157941,227827,331052,47635
1303,363022,394476	160080,4648
443391,45473	147833,292240,352694
208218,213369,52889	336504,6465
517665,9300	8712
8906	471354,8906
64575	66129
479586	3163,46437,668247
35073	1307885
164040,164041	205776,304929,8703
155758,8781	341556,442430,443616,478024
130715,164048,556006	492545
127660,474296,671746	62361,62362
437300,473674	148004,326873
421339	1064344,41981,536328
27785	471140
28031	471616
1284005,15420,506940,51556	15420,506940
1104143,1139014,1139015,1139016,311992,471476,66170,772239,852754	272376,311992,66170
191372,485326	154878,157538,24427,28067
534587	74756
14522,18376,48675	14522,18376,48675
14,24937	14
1316785,20886,20892	44383,503645,8703
178719	159264,24929,437405,536554,9300
1141480,468189	129476,64575
1313894,479587	471140
1430612,92641	454904
261619,41217	1690538,473922,4850
8873,9065	191403
232172,421964,535857	4613,74366,8720
473586,534366,673104	9300
24652,48666	156217
128430,3821	128430,3821
147833,471161,9108	31610
471671,793910	1240035,157491,337162,471671
268969,280195,67878,9300	268969,280195,67878,9300
147833,292240,4307	147833,261649,384579
134343,471360	206808,8813
48665,48666,94309	48665,94309
280263	350547
232162,4317,471324,81169	18376,48675
143060	65997
736091	465668,465670
91949	232380,91949
11355,1348564,92666	11355,92666
261649	4333,466981
484258	444191
359192,569749	154637
242257,471595	1064358,242257,705718,8945
1322541,141925,868042	122664
15420,4333,471000	59635,66122
1371992,488520,853288	4197,8765
4333,466981	206678,429728
1078366,174707,197592	1078366,1123294,174707,197592
471140,673649	200727,3443,417533
167513	550566
355325,78676	1050798,355325,78676
1280619	1124315,470984
286605,467526	1020545,227146
289497,452152	289497,452152
1139085,471360,579187	31950,559285,775380
976253	1442289,1453259,1453260,976253
471456,8906,8938	454904,79041
1319780,185907,44433,68832	1064391,69436
156887,3443,535756	3443,417533
260095,484301,508210	1064241,1078366,147053,160884,168814,259489,402558,452998,4648,488935,508210,9260
36485	1556370,29090
318016,506740	147833,279946,470936
1077264,1247212,384330,384331	303108
1137503,199530	7635
156662	41326,877478
286911,378859	245435,471690
1486459	17592,218672
230820	3443,380743,417533
256886	517772,8676
4507	75611
471161	4333,466981
471090	120368
443391	388880,471217,471616
10012,232156,471716	261128,471366
534746,663912	453016
28176,624139,74582	155460,340472,62326
258334,302868,467661	175140,283823
242949,24968,470972,470973	129505,134009,291414,4615
502910	1124331,517835
157538,28031,51335	236169,402582,402588
120368,471671	120368,288884,471674,890969
285889,465296	1353548,8906
105104,504661,506771	736223,81172
150054,286057,453042,453043,453044	150054,286057,453042,453043,453044
470984	18047,357397
340011,530044	143705,517804,53013
1439	1307885
2028,52874	1452741,22441,22764
52889,993142	302202,8765
106455,148440,191191	1690538,473922,4850
559204	1284082,210087,37077
268969,67878,7542	154637
28067,379313,59733	232172,437405
1744,304897	1744,304897
452982,470910	517828,53013
157842,517665	1557603,429728
794520	473883
1412473,78390,888208,894126	102843,602473,867
239686	164346,232167,517698
1124331,517835	247545,35073
479384	286619,471384
465663,8488	20747,230820,359238,471376
645899	133811,311992
1010405	132179,247611
479431	232167,8488
569991	136609,193296
466674	124240,138269,236675
569613	412629
289497,452152	129227,483809
153380,61380,964865	153380,964865
775380,892960	103336,232172,437405
772722	1353349,309074,384515,488636,606466
242937,714657	242257,471558
92666	517855,92666
465296,8906	41140
1083228,1352219,989239	143060,467504
1690585,517632	305132,470938,471397
158145,240145,484181	240145
792106	3804,680497
359192,703962	470881
155758,8781	155758,8781
232172,302599,7788	34993,7492
479640	155239
464948	4333,466980,517642
103336,217820,437405	203224
294229,368661,387961,86543	1166,1319760,889832
158910,31387,9059	141070,160628
660338	4613,517834
1353455,386267,705723	386267,471524,705723
159264,9300	437405,471140
1690726,232172,705799	437405,454516,47489
465517,705719,81172	345365,374973,465517,81172
62365	48665,94309
452855,517777	452855,503578
191379,44383,8703	210166,44383
340126	471688
1285183,1791,770596	4850
164308,537467	148,164346,261749
1439	200727,3443,417533
243009,3425	1577,488612,967907
230820,471140	159264,24929,437405,536554,9300
127660	157842
1690725,471067,8906	470881
471009,9070	175140,283823
689040	9044
127181,75611	68429,705715,8945
1840,4680	4680
291414,47489	471546,8876
213483,48762,74426,962691	1068214,9148
479585	337186,469152,517665
179055,192758,465854,465855	149,261649,261749
243673,384449	151990,159264,437413,451668,8873
1356,471219	13620,517655,735795
171363	171363,308454,468973
1149008,260104	1063987,756542
1292946	467582,547870
27735,27958,30167,30195	30712
371767	1063987,756542
1172784,384515	1577,467044
147833,149697,434361,471266,471267,47489	171363,308454
379313,9300	292221
506901	874068
471061	153384,470936,470937,61578,8385
105728,1497878	105728,483764,778044
280263	469161,9044
247640,465159,4772	1353297,1353298,4333
1577,471561	1577,471561
172773	46437,668247
1353349,309074,384515,488636,606466	299364,81888
1536,374973,81172	81172
454411	148004,326873
79449	247177,506750
1212552,92126	175140
1028561,421933	116532,340554
467727,8906	8906
9300	1124315,470984
471244	32436,471526
1141594,417759,466551	150054,286057,453042,453043,453044
268969,280195	268969,280195,67878
47663	279946,9017
1184573,242949,24968	1309464,242949,24968
105728,105729,1154392,645226	105728,361008,547414
200729,291414	517612,7214,79879
178617,455770	200385,71608
28459	451825,48665,48666,94309
470925	233668,236223
31951,453032	8595
62246	1064148,451514,62390
261741,465517,645899	260104,395233,8595
230820,471140,555987	103336,232172,437405
237043,359277,361872,370084	8906,960833
33248,337186,359192,479675,569749,736454,989239	120368,443391
134713,8906,98253	228166
125,3803	291082,304733,384449
1280618	243673,384449
359192	153916,471090,68011,8936
206875,285926,68395	1353621,1577,466247,735825
152340,23253	286627,92666
4358,8781	1284088,471489,8781
242257,471595	242257,471595
193060,517609	395094
1106731,537171,65629,65632	14
247545,466980	4333,466980,517642
20721,73426	206732,73423
496534,517769	467586,467590,471717
466507,4951	104,160657,1837
1316,132550	132963,340563
4358,467928,471032,471378	471325,471326,471327
9108	572202
274845,422083	465668,465670
537467,73	474015
465124,467315,471219,517611,517835	466978
252969,470986	471053,79041
311852	737025
1353458,471163,560886	668936
3443,417533	156887,3443,535756
59733,83050	1622,437405,471364,471595,471655,9109
541581	29983
134343,471360	31950
535620,659133	470955,470956
166842,4613,536660	134343,378317
184134,356313	437413,452951
546870,546871	175237,92073,986444
437405,471595,9109	1622,437405,471364,471595,471655,9109
148292,735730	479613
467928	1063982,340472,395094
1491768,47462	1064211,246909,41140
527707,739822	9108
70779	28067,471140
517809,970150	517809,59929
329815,443830,534800,669967	380213,471223,506760,66391
471563,471715,517753	354840
1083228,1352219,989239	133804,999008
325691,465668,465670	465668,465670
970246	206849,65632,710266
1352699,1690952,1690953,4358,471128,471251,475928,479773,705807,8385,8488,8781	517853,8385,8781
224753	1305688,224753
129457,6465	136609,193296
443391,668830,9108	453006,471376
105728,15420,157729,470972	150054,286057,453042,453043,453044
1028259,1635071,1635072,381638,413462	1064176
291414,48666,512479,6722	1394820
8906	1243295,327037,880866
473896,473900,534565,5624	134211,154860,162970,260057
161181,166051	1596102,309044,971076
65294	517769,65625
1064010,254039,437379	117472,43665
452982,470910	232156,4333
705719,81172	8397,8695
134707,517801,70779	134707,517801
330807,479590,479627	437405,471140,912441
4358,471660	302988
489077,8781	4306,470957,74227
1139122,1139123	389034
256376,47663,55355	157981
471312	1064011,388486
433010,484634,484781,878018	15130,41300
122377	479613
152975,534843	471061
232156,381926	128430,46802
656555,83836	1395
1691022	191268
195386,4680,76527	451825,48665,48666,94309
502884	34481,983152
1247925,1247926,759412	1546612
217838	24156,268969,503645
569749	206875,20745,465187
479510,534565	164346,471251,475928
465296,471039	386267,667311
163740,264575	471059,507436
1010634	28067,471140
8945,968996	989266
1187637,1353613,1353614,1353615	4358,705729
534690	1063933,66129
1690597,1690598,388486,680403,8562	1139052,134713,1690529,8906
157941,471594,483169,860067	157941,483169
1137254,1137255,754787	240479,402557
1141210,655252	1249,143661,226056,47635
465472,465988	340713,9109
1021448	123623,260883,264093,264094,8938
471100,569613	1064325,408498,408499
323638,419381	105728,105729,74650
140868	140868
466543	517772,8676
171660	1353349,309074,384515,488636,606466
167644,471601,471602,471603,8855	153380,467803,8855
1252182,224753	599788
466543,9070	286667,443391
192949,27273,96619	140643,246068
28914,465711	123623,153380,327037,338577,767786
451853,891296,963177	1139089
1372209,240145,349154	155271,232167,453006,471638,679540
154637,154638	154637
163740,264575	163740,210087,264575
224753,6089	224753,6089
452961,476927,70768	23973,8712
59733,83050	103336,232172,437405
517799	517799
1007876,479438	194345
471136,64575	311852
311992	454904,79041
1395045,939647	1064386,1395045,347897,939647
19367,27273,96619	1536968,402643,53013
251995,261626	247545,35073
452137,8855	452137,8855
157537,492801	7214,79879
1353145,1554345	1229019,1554331,452795
556120	1251678,479607,556120
232156,467059	34761,517744,53013
1029105,4850	166589,471140
1139581,474220	384834
1120086,1120087,1120088,467867,471392,61380	153380,964865
676293	210004,567822
386267,471113	147833,8873,9017
452988	443367
474220,517848	309074
134586,187169,647336	200152,470972
242257,588277	388880,4324,471217,81227
474208,4850	261783,28434,450766,86802
1145,4358	198201,465711
492545	1439,159264,241342,537171
81169,8781	81169,8781
1439,292221,65629,65632	242949
337186,868712	471090,479362
242257,705673,8945	388880,4324,471217,81227
466978,479554,517611	333096,471360
261649,471702	470938,8595
232156,242937,4333	517665
155758,232167,39274	192758,467803,467804,8855
1154436,1633215,266359,325868,356134,356648,466426,672391,8855	8855
228114,503270	185274,386267
428523,535798,780061,818151	47485
153380,964865	311992
534565,9300	103336,259859,437405
4333,466981,479585	149,261649,437413,8924
324642,466004,466005,681922,681923	1353472,467928
291112,71513	59635,66122
120324	1027597,146101
150865,484222,780677	235603
237043,545735,67881,736721	48675,736721,736962
1028737,48747	123623,153380,327037,338577,767786
240711,66129,998276	242257,705673,8945
165878,24315,272375,30816	443367
286273,4219,61435	24608
371598,476927	555964
535631	417326,49646
689040	469161
342665	147833,279946
451668	113813,361105,705642,705643
236828,465711	465187
27958,31408,764604	30712
964789	1124200
337186,4772	46802,847617
213369,264230,370028,6421,965207	338577,419378
402092	340364,517704
465970	124240
132963,454904	471616
1029299,147833,286273	20757,470955,470956,471088,488520
465296,471180,8906	155758,232167,470881
120368,443391	120368
1211531,1211532	8397
166842,4613,536660	166842,4613
1140672,1353370	1453442,256298,470877,471419,738415
517871,8906	1204533
422276,517735	3443
159708	9300
1358777	384515,471312
166589,232167,8427	166589
1557583,8855	8855
479702	8873
47489,8179	1138902,254039
155758,232167,470881	127019,261128
138088,517635	1453408,237044
1028677,419613	388486,419613,517685
470981	756552,9070
261649,8873,8906	361105,378888,913170
289472	127632,176703
1140335,1140885	465668,465670
1149066,275570,466158,502973,534565,893367	465668,465670
302868,467448	206875,20745,465187
1139072,1139073,1139074,1139075,1139076,1139077	132179,247611
585011	1284005,15420,506940,51556
1402743,891410,891411	123623,326370,8938
156144,1577,466247	124240,206875,465187,465189
142173,359224,359225,359226,359227	142173,359224,359226,359227
388880,4324,471217	429728,83839,92646
228159	251403,9070
467928	14758,156170,471419,471560,471562,471563
285915,408339	517626,9065
291225,471193	291225
236155,422365,422366,422367	454866
1087305	242937,714657
123623,422189	105001,81143
479400	467964,479338
468145	124240,454796,471407,471408
1715406	12210,192821,503193,980454
340297	384832,62365
31957	104,148735,160657,1837,4850
470872,517802	453075
44335,479695,535819	8765
1353199,794495	489077,8781
143060,397162,470925	167644,471601,471602,471603,8855
24201,66309	378276
4613,74366,8720	74366
4306,470957,74227	104,148735,160657,1837,4850
1353300	517804,53013
28067,673280	495606
24929,471140,890952	159264,24929,437405,536554,9300
466507	160657,4850,8983
1421164,147833,352694	147833,471266
247204	1520,772036
20757,8378	20753
165878,286667,443391	165878,443391,471419
157538,28031,51335	64960
191379,555779	1021754,429726
200729,291414	193058,84076
354840	547870,8781
34347,3791	9074,9075
479708	1733674,871956
150829	120368
437399,7804	7804
411369	397162,411369
259859,66129	1009007,1064010,254039,437379,8179,92641
471140	534440
1353557,453016,8562	375475,471239,49902,8562
154815,24314	23973,8712
237288,237342,325622,325691	465668,465670
340713,471616	378896,81205
397162,517792	311852
302868	157491,421909,740126
397162,517792	286667,443391
160657,4850	104,160657,1837
772019	5347,69360
4324,443391,9108	4324
472977,59400,6446,847492	472977,59400,6446
8397	8397,8595
242257,8945	1186528,239589,976253
1356,471219	13620,517750,735795
14774,8204	14774,455686,8204
153916,471090,68011,8936	153916,471090,68011,8936
148389	359192,542834
8938	8938
48675	1577,467044
81169,8945	4358,705807
1141546,452982	443391,45473
1353540,8969	48653,517773,73726
772432	47488
47462,992932,992933	47462
137380	103336,379315
1336710,384449	9108
517718	471061,488933
147569	379313
232156	291409,705686
1292925,369124,466116,61332,733180	260104,395233,8595
163740,61549	163740,204324,452036
473674	1452723,67881
467504	174836,384515
149698,547494	105278
160314,355995,80403	4850
421909,449594,739944	120368,471671
213483,48762,74426,888287	48762,74426,888287
8906	124240,471407
517809,970150	232156,466981
84166	1064332,84166
129482,6465	466939,506727,517762
337728	4772
103336,1353475	1217695,452990
143060,467582,736484	129505,134009
4850	1356,395094
232156,471562	4333,466981,479585
359191,359192,359193,674693,928380,964954	359192,542834
379313	242257,471558
1101545,179116	129227,329766
1176841,244879,259499,485367,650209,650210	175140,679920
200371,92198	122664,6801
164184,271309,467449	136609,193296
1078138,1353236,431242,894456	1557583,8855
39388,395446,422189	465517,487527,645899
467315,467579	772019
143060,467504	466939,506727,517762
143060,4358	143060,155758,8781
20757,470955	243630
7765	380213,452988,471223
1064358,242257,705673,8945	1064358,242257,705718,8945
1336393,1570750,1570752	1336393,1570750,1570752
679698,70041	131475,354292
153916,473781	153916,261713
200218	200218,378859
236223	233668,236223
395094,471372	309213
465160	427281
134731,8906	668936
147833,465663,479676	1009007,1064010,254039,437379,8179,92641
64710,772169	437405,78676,802911
158617	48244
48666,517859	48666,517859,517860
705797,71608	1283896,200152
1554285	1554279,1554280
191323,484257,80636	166711,304828
550566	416783,550566
131325,29982,493143	131325,29982,493143,933162
470936,470937,61578,8385	470937,61578,8385
1240035,157491,337162,471671	200152,470972
426684,465346	134394
134009,236223,291414,8703	236223,291414,93506
44383,8703	44383,8703
703893	28915,46802,471635
331047	1060639,242937
535540,7445	465668,465670
517792	50750,517664
775380	466978,517720
232165,356313	233668,236223
1353544	166747
338537,70124	24473,473679,9059
1141546,452982	471384,517656
272376,384710,517632	260104,395233,8595
9044	44383,8703
472813	243700,259859
220216,484593,83870	1520,70779
1186528,239589,254039,976253	65997
1087289,327037	228166
654680,670136	1063956,1063957,122158,1405
205852,205853,205854,205855,212019,24308,736173	1060639,242937
487907	209174,487907
465663,8488	144060,357411
397162,471562	143060,397162,470925
453032,736054	517809,59929
484194	47485
200371,92198	200371,92198
338577,767786	260104,395233,8595
354840	1140352,191466
473586,534366,673104	379313
443391,471222,9108	471597,9109
471003,517775	397162,517792
479585	147833,4307,517617
1047003,1047004,219547,52899	452992,517661,85053
329766	1068229,329766,587353
361104,559269,705672	303285,31951,361104,559269,705672
471140	103336,232172,437405
534565,9300	129320,190879,8703
8873	8873
261619,279734	105001,81143
1217695,451854,452990	155921,305157
395614,667806	68429,705715,8945
337186,573018,868712	359192,542834
14758	8873
466982	45473
155758,232167,470881	155758,232167,470881
159264	277350,534962
467315	182221,20746
397162,517792	397162,517792
4358,705807	517853,8385,8781
165878,286667,443391	1063933,66129
517615	78782
254039,437379,8179	8179
268969,280195,67878,9300	699334,8709,8873
452956,559273	502724,73726,7779
70814	47462
342223,380794	167644,302208
1225986,47494	240263
1353237,232162,302208,325868,356134,356648,379313,471324,471601,471602,479772,845728,8781	181719,466117
471557,471558,705815	117811,195386,195473
465677	286097
204413,473821	272376
339106,503645	339106
1737281	4333
28636,33679,449109	147833,429726
3804,680497,736846	386267,517744
53013	120324,466982,471555,517835,53013
51556	506940
1426781,1556111	1453084,1453085
220216,484593,83870	8426
534510	140643,246068
421933,965248	1138984,1353148
319534,359227	147833,429726
356313,422276,452982,465160,467579,467580,467581,467582,467583,467584,467585,467586,467587,467588,467591,467592	471558,517862
471555,964832	468358,469233
1187637,1353613,1353614,1353615	232162,4317,471324,81169
105728,15420,154637,157729,470972	200152,470972
1063933,66129	517626,9065
124240,302988	124240,302988
1141774,1141775,18787,471378,7214,93500	157941,227827,331052,47635
322357	133811,311992
127619,151845,154513,783139	1064189,260799,71611
675699	206732,73423
471088,8765,8876	471088,8876
1186530	471059,507436
471616,547684	388880,4324,471217,471250
260104,395233,8595	471397,476358,8595
7745	282333
1212849	147833,260846,262606
381878	3443,4613,4621
466507	232330
452961,740231,740232	1021375,34688
1353597,464934	237044
451853,891296,963177	451668,452961
471088,8426,8876	1172659,1284037,305159
1284098,8488	368178,4358
1142369,502955	105278
487527,81172	198201,465711
484874	8426
4324	103336,437405
259859,456394,536743	340472,62326
244439	8169
247640,359192	293721
705797,71608	213483,48762,74426,888287,962740
329683,338538	336504,6465
157538,188363,28148	1690538,473922,4850
103336,90589	357429,37514,8703
356313	247545,4333,466980,466981,474220,517641,517642,517700,517701
216368,216369,437405,471252,47489	437405
232172,421964,535857	20757,8378
165640,24937,587673	103336,437405
7804	7804
1139309,1139771,437853,78904	247545,4333,466980,466981,474220,517641,517642,517700,517701
119227,471638,632550	119227,471638,632550
10826,291414,4615	8807,9006
264375	471457,970113
1141803,467098	124240,138269,236675
736487	517753
35073,386267	14758,471563
199207,68412	143060,368178,546399
547870,8781	147833,4307
48666,517859	8585
199141,479585	77982
465296,8906	386267,471524,705723
66129	353774,66170
233770	471546,8876
1127246,47544	47543,47544
255438,517813	143060,155758,8781
473663,479449	12210,192821,503193,980454
656234	47485
471419,659133	191268
1064273,467299,468357,471562	147833,4307
256886	200371,92198
137553,8676	1139212,291680
1106619,243673	243673,81205
205852,205853,205854,205855,205856	434536,94154
1407236,218630,302614	471187,705811,705812,705813
471244	1452759,8906
258522,4333,465160,465296,467582,471087,8781,8906	291409,47618,48762
3443	165878,232171,373221
464937	381926
2234	41326,877478
65181	254134
1063958,454289	40818,496534,793485
380213,452988,471223	1240009,452988,471223
28067,471140	4333,466981
134343	1212708
465517,705719,81172	374973,465517,471471,81172
1218758,845941	4333,466981
517682	388880,4324
484342	339106,44331
232172,354047	232172,354047
386267,471524,705723	1076378,705723
8397,9300	103336,232172,437405
190894,335168	268969
103336,217820,437405	437405,451668
1336941,270720,471558,517862	471558,517862
261649,384579,471045	261649,384579,471045
149,261649,384579,437413,8924	1240034,206875
1378,163740,86167	164346,228166,237044,33073,352694,471376,61479,64960,8426,8765,8855,8938
175262,587290	175262,209943,213563
466982	53013
1138007,471087	1063958,470944,471032
470957	200719,8585,8813
270720,471558,517630,517631	517856,59733,83050
31143,471140,473821	160194,252969,556015
479583	160549,22633,283560,528088
535577	535577
134388,78920	232338,311992
191178,471532	171660,191178,467756,484207,85703
66170	272376,311992,66170
437405	1145,232172,421964
198325	454516
337186,469152,517665	218640,46802
171120,674001	242949
286609	165878,286667,443391
110960	353599,52771
132963,9065	1060639,242937
198201,465711,468545	192768,228166
59733,83050	431785,83050
260104,395233,8595	368178,4358
124450,178787,465934,479378,479404,833499	309588
198213,517696	198213,517696
471136,64575	120324
1353549,465160,544393	260104,395233,8595
154636,23973	200371,92198
205773	340713,471616
471682,471683	1353129,303285
4358,470949	1353365
291414,8703	200728,200729,451058
479339,479340	194345
1139175	115512,228166
1163754,892988,894202	467299,8385,8595
471476,471477	1577,467044
1138084,1142203,195377,274508,712652	1353237,302208,470981,471039,845728
1223858,97309	97309
120403,273693	628969
130470	200371,92198
15420,154637,471000	449616,466131
1691092,471000	471325,471326,471327
517684	338577,419378
470936,470937,61578,8385	18376,48675
1064354,84166	1680,24714,3443
471136,471155	1047258
232172,353599	165878,443391,471419
84166	1064354,84166
470972	15420,4333,471000
201168,472807	1124200
1073262,1413317,8870	1439,159264,241342,537171
471595,517816	437405,471595,9109
129346,1337622,483842,483843	1178259,381926,537764
379408	178858,301981
1139465,703760,703805	1036549,471558
294117,648312,648313	2129,40887,875296
195386,195473	1139198,1353519
111023	210087,4814,676424,676425,676426
66176	1353455,386267
517609	115512,735813
1020627,687909	471170
1064358,242257,8945	4358,705729
37514	466939,506727,517762
1408223,1408224	41140,467059
232330,52874,59263	1386598,140766,905893
147569	159264,24929,437405,536554,9300
1793,470805	206214,260124
134009,291414,8703	113813,361105,705642,705643
305159,507276,8585	129393
105799	240479,402557
1400620,31957	31957
98253	4197,8765
517768	4333,466981,479585
517871,8906	302988
465517,471471,517819,81172	374973,465517,471471,81172
1172594,1172595,134707,517801,70779	1172594,134707,517801,70779
151646,452162	20751,67901
471058	471681
517778	206678,517778
484101	419598
232156,467098	17765,517649
315843	200152,470972
153916,471090,67866,68011,8936	153916,471090,68011,8936
24968,470972,470973	129227
1566042	1596158,182101,259624
517642	272376
1139608,465760	517799
535450	1394516,154815
4333,466981	75611
471555	171660
10826,1269653,291414,4615	259859,792124
47462,992932,992933	340313,466868,484060
264145,4358,8488,8781	8938
115512,302224,427281,465160	341556,442430,443616,478024
4358,471660	4358,471660
314723,9065	8938
1308610,395233,453014,705792,8595	705792,8595
536058	536058
52889	465668,465670
309044	309044
471244	1063985,8781
421354,466705	1339440,488517,489143
68962	68962
148431,24920	20757,8378
471118,471119	62185
130470,517869	331957,59635,66122,71629
1010634	282333
132963,736748,9065	157842
1736126,467740	471087
466953	1409028
1126751,1138083,437853,449209,484804,615287	874068
398986,469161	353774,66170
122460	75611
384832,517766	517725
889089	206875,20745,465187
122486,217434,338538,338563	123623,260883,264093,264094,8938
8906	4333,466981
176994	468556,517680
236828,465711,468681	195634,237044
466982,471555,517835	1629326,1690735
466982	465124,467315,471219,517611,517835
232279,263647	237044
466307,484540	117811,195386,195473
1388480	1388480
1100435,1138079,1352783,1736993,1736994,314723,471133,9065	175140,283823
251209,469218	116837,340472
21134,8906	21134
465296,471039	465296,8906
48675	489077,8781
304067,339106,44331,503645	44331
1141774,1141775,18787,471378,7214,93500	1145,654243
358971,427925	517772,8676
45970	682038
471090	468556,517680
147833,471161,9108	4772
471087	6801
8873	166748,4613,74366,8720
179282,195676	29983
92641,969837	26057
129505,291414,4615	129505,291414,4615
32436,64575	32436
170763,200152,470972	1596102,309044,971076
247545,468739	147833,292240,352694
242257,471558,8945	361105,378888,913170
1166,263726,387961,86543	1166,368661,387961,86543
1172539,471558	1353597,464934
1126840,191236	235603
396851	176014,511053
92750	14758,471563
645866	1124331,517835
36867	157941,227827,331052,47635
547369	547369
20757	20757
147833,470936	147833,470936
71608	705797,71608
314723,9065	164346,471251,475928
232165,356313	124240
147833,437405,9017	279946,9017
134343,236807,395094,88002	370606,560293,700422
181719,465878,466795,546510,546511	181719,466117
140868,140869,191342	1063927,1063928,140868,140869,191342
33248,337186,359192,479675,569749,736454,989239	749970
236828,465711,468681	147833
1356,471219	395094,473883
47489	340472,506745,8906
113323,165134,548838,965227	1353237,302208,470981,471039,845728
130469,411369	130469,305159,411369,8585
208229,437300	465668,465670
268969,4680	1119368,1154296,242937
1292920,1402676,765829	1242635,1556284,1556285
260095,453064	206214,260124
471397,792123,792124,792125,8595	305132,471397,792125,8595
1557597,84166	1064354,84166
134343,378317	1140672,1353370
24128	92666
1102002,337162,44314,471671,569069	471671,569069,573018
232156,4333	340193
123599,3425,94977	92666
484845	325452,35073,655468,667387
471392,471661,471662	471392,471662,471667
256770	492545
246839,556031	437405,556031
112695,157537,473911	1138870,1139159,453054,465160,503143
143705,53013	468358,469233
1078440,46781,548661	471397,471398
15420	517837
632420	147833,454516
120368,157491,337162,471671,479330,872315	193246,421909
1141337	471555,964832
1078283,1078284,1556224	138088,1556179
381741	517626
205852,205853,205854,205855,212019,24308,736173	367718
114	518172,9059
1101761	452982
57	57,680643,7779
314723,9065	298086,705718,81169,8945
70814	340313,466868,484060
206875	68429,705715,8945
377746	103336,232172,437405
465296	465296,8906
130658,164449	147833,261741,517684
1353345,444643	1577,467044
288884,471674	1520,772036
147184,240784,264226,384782,5624,750296	187606,53014
1536,374973,81172	1064104,198201,28914
147569	1439,4324
103915,134129,467058,775162	34481,983152
138088,471555	1063982,340472,395094
466674,53013	206843,517774
